id,title,content,content_more,latitude,longitude,maplink,address,monday,tuesday,wednesday,thursday,friday ,saturday,sunday,contact,category,fee,in_outDoor,rating,website_link,photo_main,is_published,published_date,user
92,Penang State Museum and Art Gallery,"The Penang State Art Gallery is a comprehensive collection devoted to modern and contemporary art. The non-circulating collection documents painting, sculpture, drawings, prints, photography, architecture, design, performance,","video, film, and emerging art forms from year 1965 to the present.
The Penang State Art Gallery presents artworks revolving around ideas of identity, urbanization, and globalization. These works raise pertinent issues on urban living in the modern cityscape and prompt us to consider how the artists have translated their visions about these issues into works of art.
Penang State Art Gallery serves as a platform/medium for local and international artists to hold their visual arts exhibitions which is located at Dewan Sri Pinang, Georgetown. As a result of this effort, Penang State Art Gallery has established a joint communication and exchange of ideas between local and international artists.
To enhance and accord prestige of our motherland visual artists, Penang State Art Gallery continues to increase the permanent collections to be equal with other public and private galleries. With this effort, Penang State Art Gallery indirectly gives recognition to the local artists when their artworks serve as a permanent collection and the Penang State Government take pride as the new owner of these permanent collection. Penang State Art Gallery has appreciated the contribution and involvement of every artist in Penang through the retrospective exhibition which is held every year since 2007. Collaboration between the Penang State Museum is not only limited to artists but has also enabled cooperation with higher learning institutions and with local and international art galleries.",5.4221568,100.3384008,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15887.90822814877!2d100.32837614517824!3d5.420456212939754!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac385552b8553%3A0xe7ea46a613416d12!2sPenang%20State%20Museum%20and%20Art%20Gallery!5e0!3m2!1sen!2smy!4v1730015582725!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","57, Jalan Macalister, 10400 George Town, Penang",9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,04-2616466,Unique Landmark and Experiences,Free,Indoor,4.2,-,"https://media.timeout.com/images/103739860/image.jpg
",1,11/2/2025 14:55,1
93,Penang Butterfly Farm,Home to thousands of butterflies and other insects.,.,5.4476268,100.2124194,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15887.191668736657!2d100.20469454518155!3d5.44762141250869!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ae858a51c78f3%3A0x78cc63e455e38b1f!2sEntopia%20by%20Penang%20Butterfly%20Farm!5e0!3m2!1sen!2smy!4v1730015594903!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","830, Jalan Teluk Bahang, 11050 George Town, Penang",9:00 am-5:00 pm,9:00 am-5:00 pm,Closed,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,48888111,Unique Landmark and Experiences,RM75,Indoor,4.4,https://www.entopia.com/,https://th.bing.com/th/id/OIP.J4gEex8AKqFN8k861VK5EgHaE7?rs=1&pid=ImgDetMain,1,12/2/2025 14:55,1
94,Penang Batik Factory,"Penang Batik Factory is a wonderful place to visit, offering a unique glimpse into the art of batik-making. Watch skilled craftsmen and women hand-paint exquisite batik cloth, showcasing their incredible talent and creativity.","After witnessing this beautiful process, you can explore a selection of stunning handmade batik blouses, shirts, and ladies' scarves available for purchase. It's a perfect spot to appreciate traditional craftsmanship while picking up a beautiful piece of wearable art to take home!",5.4567167,100.2151069,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.7376616771626!2d100.21544209999999!3d5.4567284!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ae97358248c11%3A0x4f45c4da3ee5021b!2sPenang%20Batik%20Factory!5e0!3m2!1sen!2smy!4v1729919001426!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","651 Mk 2 S.W.D, Teluk Bahang, 11050, Penang",9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,9:00 am-5:00 pm,04-885 1284,Local Crafts and Souvenirs,-,Indoor,4.4,-,https://www.awesomegrasp.com/wp-content/uploads/2022/12/penang-batik-factory-shop.jpeg,1,13/2/2025 14:55,1
95,"Sri Batik Legend KOMTAR level 3, Shopping Mall Penang","Sri Batik Legend, located on level 3 of KOMTAR in the Shopping Mall Penang, is a must-visit destination for anyone seeking high-quality batik clothing. The store features a wide range of merchandise, offering everything from c","lassic to modern designs perfect for daily wear, casual outings, and formal occasions. Customers rave about the friendly and accommodating owner, who ensures a pleasant shopping experience without any pressure to buy. Whether you're looking to add some vibrant batik pieces to your wardrobe or find the perfect gift, Sri Batik Legend has something special for everyone!",5.4148113,100.3298069,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.015235983841!2d100.32971219999999!3d5.4146491!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac395c8d95723%3A0xeb9f9db01084d6d8!2sSri%20Batik%20Legend%20KOMTAR%20level%203%2C%20Shopping%20Mall%20Penang!5e0!3m2!1sen!2smy!4v1729919016917!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Arked Penang 1, L3 , Komtar , Jalan Penang , Georgetown , 10000, 10300 George Town, Penang",11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,017-569 9882,Local Crafts and Souvenirs,-,Indoor,5,-,https://cdn.reviewbah.com/wp-content/uploads/2022/11/sri-batik-legend-komtar-shopping-mall-penang-inside-komtar-building-level-3-opposite-to-kfc-AF1QipNHd0d7EHAKB-kyYs9VieX3ASgV-TIt47k8UduJw12003-1024x768.jpg,1,14/2/2025 14:55,1
96,Kapten Batik Lifestyle Store at Gurney Paragon,"Kapten Batik Lifestyle Store at Gurney Paragon is a fantastic destination for batik lovers, offering a great selection of shirts with unique and stylish designs. The store is known for its excellent customer service, ensuring","a pleasant shopping experience in a welcoming environment. Whether you’re looking for something casual or more formal, Kapten Batik has something to suit every taste. Don’t miss the chance to explore this charming store while enjoying your time at Gurney Paragon!",5.432353,100.317078,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.8764055981364!2d100.311185!3d5.4357359!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3d5216da6d1%3A0x3eda6cf4b30a2b92!2sKapten%20Batik%20Lifestyle%20Store%20at%20Gurney%20Paragon!5e0!3m2!1sen!2smy!4v1729919031581!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","2.27A, Level 2 Gurney Paragon Mall, 163-D, Persiaran Gurney, 10250 George Town, Pulau Pinang",10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,04-286 8293,Local Crafts and Souvenirs,-,Indoor,4.9,-,https://cdn.store-assets.com/s/222740/f/8690623.jpeg,1,15/2/2025 14:55,1
97,Batek-Lah Collection,"Batek-Lah Collection, managed by Lim Trading since 2012, is a celebrated name in the local batik industry, backed by over 40 years of experience. Founded in 1980, Lim Trading takes pride in producing unique and authentic handm","ade Malaysian batik. While they honor centuries-old techniques of creating Batik Tulis and Batik Cap, their designs are thoughtfully updated to reflect contemporary tastes and needs. Each batik piece is crafted in small batches by talented Malaysian artists and artisans, ensuring quality and individuality in every creation. Whether you're a batik enthusiast or new to this beautiful art form, Batek-Lah offers a stunning selection that showcases Malaysia's rich cultural heritage.",5.4202136,100.3302091,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.981851525018!2d100.3279215174438!3d5.419727300000015!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3979d7250a3%3A0x164b97ecd14fdb52!2sBatek-Lah%20Collection!5e0!3m2!1sen!2smy!4v1729919052179!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","No. 158, Jalan Transfer, George Town, 10050 George Town, Pulau Pinang",10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,04-228 2910,Local Crafts and Souvenirs,-,Indoor,4.7,-,https://www.batek-lah.com/image/cache/catalog/Kitchenware/Apron%20Set/WhatsApp%20Image%202023-12-12%20at%2011.-515x600.jpg,1,16/2/2025 14:55,1
98,Sam's Batik House,"Sam’s Batik House, founded by Shamdas Bakhtani in 1982, has evolved from a clothing store into one of the leading importers, exporters, wholesalers, and retailers of batik and Indian traditional wear. This vibrant shop boast","s a vast selection of clothing and batik souvenirs, making it a go-to destination for visitors and locals alike. Customers rave about the incredibly friendly and attentive staff who are always ready to assist. With reasonable prices and a delightful shopping atmosphere, Sam’s Batik House is a must-visit for anyone looking to find unique batik pieces and traditional attire in Penang!",5.4128251,100.3290913,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.9815884382338!2d100.33250249999998!3d5.419767299999994!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac39751db92c1%3A0x4e523963429b7f51!2sSam&#39;s%20Batik%20House!5e0!3m2!1sen!2smy!4v1729919069523!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","183,185, Jln Penang, George Town, 10000 George Town, Pulau Pinang",10:30 am-8:00 pm,10:30 am-8:00 pm,10:30 am-8:00 pm,10:30 am-8:00 pm,10:30 am-8:00 pm,10:30 am-8:00 pm,Closed,04-262 1095,Local Crafts and Souvenirs,-,Indoor,4.6,-,https://media-cdn.tripadvisor.com/media/photo-s/04/58/2b/98/sams-batik-house.jpg,1,17/2/2025 14:55,1
99,Rozanas Batik,"Rozanas Batik offers a fantastic experience for those eager to learn about the art of batik while creating your very own masterpiece to take home. The lovely atmosphere is both welcoming and inspiring, making it an ideal spot","for both beginners and enthusiasts. The friendly and helpful staff guide you through the batik-making process, ensuring you have all the support you need to unleash your creativity. Whether you're looking to deepen your understanding of this beautiful craft or simply enjoy a fun and artistic outing, Rozanas Batik is the perfect place to immerse yourself in the world of batik!",5.4148473,100.3362312,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.013973015082!2d100.33621590000001!3d5.4148413!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3922f3d4325%3A0xd373fe835a0f8ce9!2sRozanas%20Batik!5e0!3m2!1sen!2smy!4v1729919144621!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","81 B, Lebuh Acheh, George Town, 10200 George Town, Pulau Pinang",11:30 am-6:00 pm,11:30 am-6:00 pm,11:30 am-6:00 pm,11:30 am-6:00 pm,11:30 am-6:00 pm,11:30 am-6:00 pm,Closed,017-502 2496,Local Crafts and Souvenirs,-,Indoor,4.8,-,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/c7/ef/47/batik.jpg?w=1200&h=-1&s=1,1,18/2/2025 14:55,1
100,Ghee Hiang,"Ghee Hiang is a local gem that warmly welcomes every customer, offering a delightful selection of renowned traditional Chinese pastries and pure sesame oil. Known for their delicious pastries, each item is elegantly packed in","beautiful boxes or traditional paper, making them perfect for gifts or personal treats. The friendly and helpful staff enhance the shopping experience, ensuring you feel at home as you explore their offerings. Whether you’re a local or a visitor, Ghee Hiang is a must-visit for anyone looking to indulge in authentic Chinese delicacies!",5.4166438,100.3288553,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15887.976373769478!2d100.31296066977538!3d5.417865700000011!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3bb9c990889%3A0xa72e8a7a2d20471b!2sGhee%20Hiang!5e0!3m2!1sen!2smy!4v1729919112976!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","216, Jln Macalister, 10400 George Town, Pulau Pinang",9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,9:00 am-7:00 pm,04-227 2222,Local Crafts and Souvenirs,-,Indoor,4.6,-,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEitVPwl8_qeuweDU_fuNwq1P_SnquOwpoFtPMP79DYo8t7LXn49gezJ24Xb6m1FaCV_zN3edBgsDX0nTVyT03_LoAUiCOa6A8PRmimR9eYlUu1zmvoJ6hnjTe2AQGcndEStN4coM24mVsMhL80o8iELWbXuaihqoq8AA_nC3KSOjRaHzWdShVUG_ROi/s4000/20220503_125955e.jpg,1,19/2/2025 14:55,1
101,Him Heang Sdn Bhd,"Him Heang Sdn Bhd is renowned for having the best biscuits in Penang. As you step inside, you’re greeted by the delightful aroma of freshly baked goodies wafting through the air, instantly making your mouth water. The friend","ly staff at the counter are always ready to assist, enhancing your experience with their warm hospitality. Whether you’re looking to indulge in their famous traditional pastries or pick up some tasty souvenirs, Him Heang is a must-visit destination for biscuit lovers in Penang!",5.424111,100.321346,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.953111669695!2d100.32134959999996!3d5.424095199999998!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3a470e447df%3A0xa1a6886e60bd4d3f!2sHim%20Heang%20Sdn%20Bhd!5e0!3m2!1sen!2smy!4v1729919129920!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","162A, Jalan Burma, 10050 George Town, Pulau Pinang",9:30 am-3:00 pm,9:30 am-3:00 pm,9:30 am-3:00 pm,9:30 am-3:00 pm,9:30 am-3:00 pm,9:30 am-3:00 pm,Closed,04-228 6129,Local Crafts and Souvenirs,-,Indoor,4.1,-,https://himheang.com/image/himheang/image/cache/data/xTDIZyhr1605857673-1920x1080.jpg,1,20/2/2025 14:55,1
102,Heritage House 25,"Heritage House 25 is a captivating destination for those in search of unique, handcrafted jewelry. This charming shop features a delightful collection of local gems and meticulously made pieces that reflect the rich cultural h","eritage of the region. Visitors will be enchanted by the beautiful designs, each showcasing exceptional quality and creativity. Best of all, the prices are surprisingly reasonable, making it an ideal spot to find that perfect accessory or gift without breaking the bank. Whether you're a local or a tourist, Heritage House is a must-visit for anyone wanting to take home a piece of Penang's artistic spirit.",5.4150107,100.3376953,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.0133053714985!2d100.33764200000002!3d5.4149429!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac31e13e1fa17%3A0xb755e32982db0ab6!2sHeritage%20House%2025!5e0!3m2!1sen!2smy!4v1729919162005!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade",Heritage House 25,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-9:00 pm,10:00 am-9:00 pm,10:00 am-7:00 pm,010-452 3839,Local Crafts and Souvenirs,-,Indoor,4.6,-,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/44/a4/6d/clothing-in-neutral-tones.jpg?w=1200&h=1200&s=1,1,21/2/2025 14:55,1
103,Seang Hin Leong,"Seang Hin Leong is a delightful shop in Penang that specializes in exquisite rattan products, sourcing high-quality materials from Pahang and Johor. Skilled artisans transform this sustainable resource into a stunning array of","items, including beautifully woven baskets, elegant chairs, stylish tables, and charming home decor. In addition to their diverse product offerings, Seang Hin Leong provides rattan repair services, ensuring your cherished pieces can be restored to their former glory. For those eager to learn the craft, the shop also hosts engaging rattan weaving workshops, allowing visitors to immerse themselves in this traditional art form while creating their own unique treasures. A visit to Seang Hin Leong is a perfect opportunity to appreciate the beauty and versatility of rattan craftsmanship!",5.412367,100.3353163,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.0302022417836!2d100.33553!3d5.412371000000006!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3930137110d%3A0x93a38ab0424e8ae8!2sSEANG%20Hin%20Leong!5e0!3m2!1sen!2smy!4v1729919179194!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","393, Lebuh Pantai, George Town, 10300 George Town, Pulau Pinang",9:30 am-6:00 pm,9:30 am-6:00 pm,9:30 am-6:00 pm,9:30 am-6:00 pm,9:30 am-6:00 pm,9:30 am-6:00 pm,Closed,04-261 3748,Local Crafts and Souvenirs,-,Indoor,4.5,-,https://gtwhi.com.my/wp-content/uploads/2021/04/A00040_ForPublication_1-scaled.jpg,1,22/2/2025 14:55,1
104,Kazimi Paper,"Kazimi Paper, nestled within the artistic haven of Hin Bus Depot, is a charming stationery shop that beckons all stationery lovers. Here, you'll discover an enchanting selection of handmade notebooks and delightful stickers, e","ach designed to spark creativity and inspiration. With every notebook purchase, you’ll also receive a free customized name stamp, allowing you to add a personal touch to your writing experience. Whether you're searching for a unique gift or a special treat for yourself, Kazimi Paper offers a delightful blend of quality and creativity that makes it a must-visit destination in Penang.",5.4124132,100.3282042,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.03246033281!2d100.32771979999997!3d5.4120272000000025!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac37604b23b9d%3A0x9cbb2bf5512f1389!2sKazimi%20Paper!5e0!3m2!1sen!2smy!4v1729919196917!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Hin Bus depot, 31A, Jalan Gurdwara, 10300 George Town, Pulau Pinang",Closed,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,11:00 am-7:00 pm,10:30 am-6:30 pm,017-433 9133,Local Crafts and Souvenirs,-,Indoor,4.4,-,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT395wRgCbDz3nw7wB8mjlhcJOjgCbteGgEew&s,1,23/2/2025 14:55,1
105,Julie Teddy Craft House,"Julie Teddy Craft House is your ultimate destination for all things sewing in Penang. This charming shop offers a wide selection of quality fabrics, ensuring you’ll find just the right materials for your next project. Whethe","r you're a seasoned seamstress or just starting out, the friendly and knowledgeable customer service team is always on hand to provide helpful advice and guidance. From vibrant prints to elegant textiles, Julie Teddy Craft House is a haven for creativity, making it the perfect spot to gather everything you need to bring your sewing projects to life.",5.4206773,100.325528,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.975348109976!2d100.32555590000001!3d5.4207160000000005!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3a2cc873da1%3A0x21f37f08433d1e24!2sJulie%20Teddy%20Craft%20House!5e0!3m2!1sen!2smy!4v1729919214667!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","124 A, Jalan Burma, 10050 George Town, Pulau Pinang",12:30 pm-7:30 pm,12:30 pm-7:30 pm,Closed,12:30 pm-7:30 pm,12:30 pm-7:30 pm,12:30 pm-7:30 pm,12:30 pm-4:00 pm,012-478 7639,Local Crafts and Souvenirs,-,Indoor,4.8,-,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQD85oczYE-b3XTIXFIGn3xGIRsRq4a7MpG-g&s,1,24/2/2025 14:55,1
106,Artsoluxe (Lifestyle Arts & Crafts),"Artsoluxe (Lifestyle Arts & Crafts) is an absolutely beautiful store located in the heart of Georgetown, Penang, offering an exquisite array of handmade items, including bags and accessories. The friendly and attentive staff a","re always ready to assist, ensuring a delightful shopping experience. In addition to the stunning accessories, Artsoluxe features a selection of high-quality clothing that combines style and comfort. Whether you're searching for a special gift or a treat for yourself, this charming store promises a memorable shopping experience filled with creativity and craftsmanship. With its unique offerings and inviting atmosphere, Artsoluxe is a must-visit destination for anyone exploring the vibrant art and craft scene in Penang.",5.4195531,100.329291,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.982997245391!2d100.33186620000001!3d5.419553100000005!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac34b3366dfb7%3A0xa71b5e5007f8dc07!2sArtsoluxe%20(Lifestyle%20Arts%20%26%20Crafts)!5e0!3m2!1sen!2smy!4v1729919231067!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Unit 4, 216, Jln Penang, George Town, 10000 George Town, Pulau Pinang",10:30 am-7:30 pm,10:30 am-7:30 pm,10:30 am-7:30 pm,10:30 am-7:30 pm,10:30 am-7:30 pm,10:30 am-7:30 pm,10:30 am-7:30 pm,012-487 4879,Local Crafts and Souvenirs,-,Indoor,5,-,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSstMcQq5E0cizIEZUNp_T09p5b6q0br6fJHw&s,1,25/2/2025 14:55,1
107,5.4º North,"5.4º North, located in Penang, is a wonderful shop that showcases a diverse range of products, from home goods to clothing, with a strong emphasis on ethical and fair trade brands. This store features a variety of options sou","rced from across Malaysia and nearby Asian countries, ensuring that you can find unique and responsibly made items. The knowledgeable staff are always on hand to provide insights about the products, making your shopping experience both informative and enjoyable. Whether you're looking to spruce up your home or add some stylish pieces to your wardrobe, 5.4º North is the perfect destination for ethically sourced treasures that reflect a commitment to sustainability and quality.",5.4193522,100.334749,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.9843185271434!2d100.33732339999999!3d5.419352200000009!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3961d5c05b9%3A0x28e945e9dead274b!2s5.4%C2%BA%20North!5e0!3m2!1sen!2smy!4v1729919245981!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","75, Lorong Stewart, George Town, 10200 George Town, Pulau Pinang",10:30 am-5:00 pm,10:30 am-5:00 pm,10:30 am-5:00 pm,10:30 am-5:00 pm,10:30 am-5:00 pm,10:30 am-5:00 pm,10:30 am-5:00 pm,04-264 5040,Local Crafts and Souvenirs,-,Indoor,4.5,-,https://media-cdn.tripadvisor.com/media/photo-s/11/f7/5d/7a/20180129-130851-largejpg.jpg,1,26/2/2025 14:55,1
108,Julia Soap Garden,"Julia Soap Garden offers an exceptional workshop experience for those interested in the art of soap making. The kind and generous instructors are truly passionate about their craft, making the learning environment warm and wel","coming. Participants have the amazing opportunity to create custom scents that are uniquely personalized to their preferences, allowing for a truly unique product. The hands-on experience not only teaches the intricacies of soap making but also sparks creativity and inspiration. Whether you're a beginner or an experienced crafter, Julia Soap Garden provides an engaging and enjoyable atmosphere to explore your artistic side while crafting beautiful, fragrant soaps.",5.4234344,100.317144,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.957461075455!2d100.3197186!3d5.4234344!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac06a9dd54efb%3A0x30dba5cf33eae26d!2sJulia%20Soap%20Garden!5e0!3m2!1sen!2smy!4v1729919295774!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","30, Jalan Imigresen, George Town, 10400 George Town, Pulau Pinang",10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,10:00 am-6:00 pm,Closed,011-5409 3514,Local Crafts and Souvenirs,-,Indoor,4.8,-,https://www.juliasoapgarden.com.my/image/catalog/company/5.jpg,1,27/2/2025 14:55,1
109,Susan Studio,"Susan Studio is a cozy and pleasant shop in Penang that is a treasure trove of craft items for enthusiasts and beginners alike. Here, you’ll find a wide variety of materials and tools to fuel your creative projects. The stud","io also offers classes, making it a perfect spot to learn new skills while on vacation and discover the joy of crafting. With its inviting atmosphere and reasonable prices, Susan Studio provides a delightful experience for anyone looking to explore their artistic side or pick up a new hobby. Whether you’re searching for supplies or seeking hands-on instruction, this charming shop is definitely worth a visit!",5.4149909,100.335067,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.012989944989!2d100.33764149999999!3d5.414990899999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3ab644ddced%3A0x3ba48897f1ba3724!2sSusan%20Studio!5e0!3m2!1sen!2smy!4v1729919324289!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","27, Lbh Armenian, George Town, 10200 George Town, Pulau Pinang",Closed,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,10:00 am-7:00 pm,012-983 3899,Local Crafts and Souvenirs,-,Indoor,4.5,-,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrdBgKbioyJ8OEzD3bieNOcw5cKRY6mXus0A&s,1,28/2/2025 14:55,1
110,The Crafterina,"The Crafterina (Bakes & Crafts) is a wonderfully chill spot in Penang, specializing in a delightful array of handcrafted items. Here, you’ll find many unique products, including beautifully made bags, necklaces, keychains, a","nd other interesting crafts. The shop's inviting atmosphere encourages you to explore the creativity of local artisans and discover one-of-a-kind treasures. Whether you’re looking for a special gift or something unique for yourself, The Crafterina is a must-visit destination for anyone who appreciates the beauty of handmade crafts.",5.4127657,100.328477,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3972.027609661347!2d100.32847709999997!3d5.412765700000009!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3c8256269bf%3A0x8bc5060f07288252!2sThe%20Crafterina%20(Bakes%20%26%20Crafts)!5e0!3m2!1sen!2smy!4v1729919339358!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","46, Jalan Gurdwara, George Town, 10300 George Town, Pulau Pinang",10:00 am-10:00 pm,12:00 pm-9:00 pm,12:00 pm-9:00 pm,10:00 am-10:00 pm,10:00 am-10:00 pm,9:00 am-11:00 pm,9:00 am-11:00 pm,016-537 5647,Local Crafts and Souvenirs,-,Indoor,4.7,-,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1ErY9UPHREKvb-bVfPgOUONaeiDat0pZrRw&s,1,1/3/2025 14:55,1
